"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"10427",0.69,0.8,3,212,4,0,0,0,"support","low"
"14400",0.37,0.55,2,152,3,0,1,0,"technical","medium"
"2505",0.71,0.99,2,136,3,0,0,0,"IT","low"
"4402",0.6,0.72,4,267,4,0,0,0,"support","low"
"10048",0.74,0.58,4,215,3,1,0,0,"support","medium"
"12952",0.97,0.83,3,238,2,0,0,0,"support","medium"
"2675",0.57,0.87,4,171,2,0,0,0,"support","medium"
"12114",0.9,0.96,4,258,5,0,1,0,"technical","medium"
"315",0.1,0.81,6,268,4,0,1,0,"marketing","low"
"11581",0.51,0.86,3,182,10,0,0,0,"sales","low"
"13216",0.83,0.91,3,155,3,0,0,0,"RandD","low"
"1085",0.77,0.83,4,245,5,0,1,0,"sales","medium"
"1601",0.11,0.93,7,296,4,0,1,0,"RandD","low"
"1791",0.44,0.55,2,156,3,0,1,0,"hr","medium"
"2021",0.79,0.97,5,266,2,0,0,0,"technical","medium"
"14358",0.76,0.92,4,239,5,0,1,0,"product_mng","low"
"12362",0.76,0.9,4,263,5,0,1,0,"support","low"
"4153",0.27,0.47,5,217,6,0,0,0,"accounting","medium"
"12209",0.44,0.5,2,128,3,0,1,0,"support","low"
"8889",0.93,0.52,3,229,2,1,0,0,"hr","medium"
"1258",0.88,0.92,4,233,6,0,1,0,"technical","low"
"9521",0.54,0.92,4,175,3,0,0,0,"support","low"
"8999",1,0.52,4,198,3,0,0,0,"product_mng","medium"
"545",0.43,0.49,2,135,3,0,1,0,"sales","medium"
"1227",0.4,0.48,2,142,3,0,1,0,"marketing","low"
"13027",0.83,0.73,4,247,2,0,0,0,"support","medium"
"12385",0.36,0.48,2,156,3,0,1,0,"accounting","high"
"8664",0.44,0.58,4,152,3,0,0,0,"technical","low"
"2402",0.6,0.85,3,209,2,1,0,0,"technical","medium"
"11122",0.53,0.91,5,181,3,0,0,0,"sales","low"
"13203",0.73,0.68,3,121,5,0,0,0,"RandD","low"
"9004",0.59,1,4,275,3,0,0,0,"RandD","medium"
"14067",0.92,0.94,2,224,2,0,0,0,"sales","low"
"9905",0.74,0.98,4,160,2,0,0,0,"support","low"
"3676",0.64,0.67,3,165,3,0,0,0,"sales","low"
"1622",0.91,0.95,5,241,5,0,1,0,"sales","medium"
"13069",0.6,0.96,4,220,3,1,0,1,"sales","medium"
"14585",0.36,0.57,2,142,3,0,1,0,"product_mng","medium"
"12147",0.76,0.92,4,239,5,0,1,0,"product_mng","low"
"10618",0.66,0.56,4,185,3,0,0,0,"sales","medium"
"9190",0.97,0.55,4,258,3,0,0,0,"hr","medium"
"5407",0.73,0.78,4,181,4,0,0,0,"IT","low"
"13746",0.64,0.79,4,139,3,0,0,0,"sales","low"
"281",0.1,0.98,6,268,4,0,1,0,"support","low"
"14847",0.39,0.57,2,127,3,0,1,0,"sales","low"
"89",0.37,0.57,2,130,3,0,1,0,"sales","low"
"13877",0.96,0.85,4,173,3,0,0,0,"marketing","high"
"7318",0.72,0.98,3,211,2,0,0,0,"IT","low"
"8657",0.32,0.69,5,157,4,0,0,0,"accounting","low"
"3567",0.69,0.68,3,151,3,1,0,0,"support","low"
"7710",0.75,0.88,3,224,2,0,0,0,"sales","low"
"1966",0.84,0.94,5,262,5,0,1,0,"technical","low"
"1974",0.38,0.52,2,161,3,0,1,0,"IT","medium"
"4955",0.8,0.51,5,196,3,0,0,0,"IT","low"
"4052",0.15,0.89,3,219,6,0,0,0,"marketing","low"
"12717",0.43,0.47,2,131,3,0,1,0,"accounting","low"
"6987",0.3,0.44,5,128,4,1,0,0,"technical","medium"
"3034",0.49,0.95,4,181,3,0,0,0,"support","medium"
"9040",0.15,0.4,3,236,5,0,0,0,"hr","medium"
"4190",0.61,0.5,4,217,4,1,0,0,"product_mng","medium"
"1215",0.09,0.87,7,278,4,0,1,0,"IT","low"
"11603",0.59,0.5,2,162,2,0,0,0,"management","high"
"2001",0.58,0.74,4,215,3,0,0,0,"sales","low"
"288",0.11,0.79,6,292,4,0,1,1,"technical","low"
"11590",0.78,0.8,3,135,7,0,0,0,"sales","medium"
"1026",0.4,0.45,2,142,3,0,1,0,"technical","low"
"235",0.48,0.57,4,270,4,0,1,0,"technical","low"
"8439",0.59,0.45,2,171,2,0,0,0,"technical","low"
"2071",0.86,0.99,3,169,2,1,0,0,"sales","low"
"11586",0.91,0.75,2,147,3,0,0,0,"marketing","low"
"4498",0.43,0.41,4,190,3,0,0,0,"product_mng","medium"
"3835",0.19,0.5,6,143,5,1,0,0,"sales","low"
"9354",0.73,0.55,3,149,3,0,0,0,"technical","low"
"1339",0.51,0.79,4,134,3,0,1,0,"technical","low"
"9564",0.19,0.73,4,231,3,0,0,0,"sales","low"
"633",0.11,0.89,6,260,5,0,1,0,"sales","low"
"1491",0.38,0.55,2,130,3,0,1,0,"technical","low"
"1764",0.72,1,5,234,5,0,1,0,"marketing","low"
"9173",0.29,0.43,6,175,3,0,0,0,"sales","low"
"14837",0.78,0.98,5,263,6,0,1,0,"sales","low"
"14809",0.11,0.9,6,263,4,0,1,0,"IT","low"
"6891",0.52,0.82,2,242,3,0,0,0,"sales","medium"
"7997",0.73,0.62,3,171,3,0,0,0,"management","medium"
"8617",0.99,0.48,3,104,3,0,0,0,"product_mng","medium"
"9853",0.68,0.63,5,185,4,0,0,0,"technical","medium"
"12713",0.84,0.98,5,270,5,0,1,0,"sales","low"
"9397",0.47,0.39,6,215,5,0,0,0,"sales","medium"
"5037",0.83,0.83,3,186,3,1,0,1,"marketing","medium"
"9529",0.27,0.85,2,277,6,1,0,0,"IT","low"
"7277",0.58,0.83,4,207,3,0,0,0,"sales","low"
"4478",0.83,0.9,3,195,3,0,0,0,"support","low"
"6946",0.52,0.58,3,203,2,0,0,0,"RandD","medium"
"11345",0.51,0.85,4,186,2,0,0,0,"product_mng","low"
"8120",0.18,0.64,6,154,5,0,0,0,"accounting","medium"
"14006",0.61,0.89,4,242,2,0,0,0,"management","medium"
"12990",0.92,0.98,3,257,3,0,0,1,"sales","medium"
"7922",0.84,0.72,4,222,2,0,0,0,"IT","low"
"13910",0.62,0.73,3,245,4,0,0,0,"IT","low"
"6966",0.61,0.58,6,146,3,0,0,0,"sales","low"
"7508",0.29,0.38,6,105,5,0,0,0,"sales","low"
"10991",0.78,0.55,3,143,3,0,0,0,"RandD","low"
"12462",0.43,0.5,2,137,3,0,1,0,"support","medium"
"10815",0.88,0.61,4,177,4,1,0,0,"support","low"
"8995",0.58,0.79,4,130,3,0,0,0,"IT","medium"
"2004",0.78,0.82,5,247,3,0,0,0,"sales","low"
"6871",0.49,0.66,3,169,3,0,0,0,"marketing","medium"
"13720",0.55,0.52,4,168,8,0,0,0,"support","low"
"13208",0.63,0.57,3,242,3,0,0,0,"product_mng","low"
"5257",0.79,0.75,2,221,3,0,0,0,"product_mng","low"
"11623",0.7,0.68,5,225,7,0,0,0,"sales","medium"
"5713",0.81,0.69,5,109,2,0,0,0,"IT","high"
"4865",0.91,0.99,3,188,3,1,0,0,"support","medium"
"14479",0.45,0.53,2,129,3,0,1,0,"technical","high"
"9953",0.5,0.75,4,239,2,0,0,0,"accounting","low"
"4789",0.93,0.74,2,169,4,0,0,0,"support","low"
"8341",0.98,0.61,3,272,3,0,0,0,"sales","medium"
"8559",0.61,0.53,4,183,3,0,0,0,"marketing","low"
"12979",0.19,0.85,5,249,3,0,0,0,"marketing","low"
"10955",0.16,0.94,4,261,6,0,0,0,"technical","low"
"10273",0.5,0.75,5,178,6,0,0,0,"technical","medium"
"7259",0.82,0.9,3,227,3,0,0,0,"marketing","medium"
"8522",0.95,0.58,5,169,2,0,0,0,"support","low"
"5838",0.79,0.86,4,173,4,0,0,0,"technical","low"
"2932",0.42,0.73,4,208,5,0,0,0,"accounting","low"
"5973",0.84,0.61,3,253,2,0,0,0,"sales","medium"
"13377",0.54,0.68,6,249,5,0,0,0,"product_mng","medium"
"5781",0.5,0.92,3,186,2,0,0,0,"support","medium"
"121",0.14,0.62,4,158,4,1,1,0,"technical","low"
"8574",0.53,0.56,4,249,2,0,0,0,"sales","medium"
"11929",0.5,0.64,2,170,8,0,0,0,"sales","low"
"828",0.7,0.74,6,136,3,0,1,0,"IT","low"
"11899",0.89,0.55,4,159,2,0,0,0,"sales","medium"
"2692",0.66,0.48,3,192,3,1,0,0,"sales","low"
"232",0.92,0.99,5,255,6,0,1,0,"sales","low"
"1987",0.84,0.82,5,240,5,0,1,0,"accounting","medium"
"11311",0.77,0.74,5,243,2,0,0,0,"technical","low"
"5437",0.99,0.8,5,254,5,0,0,0,"sales","medium"
"12450",0.81,0.92,5,239,5,0,1,0,"product_mng","low"
"6847",0.8,0.82,3,178,3,0,0,0,"support","low"
"7599",0.72,0.73,5,184,4,1,0,0,"technical","low"
"14482",0.44,0.51,2,127,3,0,1,0,"technical","medium"
"7200",0.66,0.74,4,270,2,1,0,0,"sales","low"
"905",0.45,0.46,2,142,3,0,1,0,"product_mng","low"
"14597",0.75,0.9,5,256,5,0,1,0,"support","low"
"1324",0.37,0.52,2,144,3,0,1,0,"sales","medium"
"6594",0.8,0.98,3,161,3,0,0,0,"hr","medium"
"6353",0.96,0.97,5,240,2,0,0,0,"sales","low"
"12754",0.43,0.52,2,150,3,0,1,0,"product_mng","low"
"14548",0.77,0.87,5,266,5,0,1,0,"accounting","medium"
"5682",0.61,0.87,4,151,3,0,0,0,"hr","medium"
"6181",0.6,0.96,4,99,6,0,0,0,"RandD","medium"
"5543",0.81,0.77,5,249,2,0,0,0,"support","low"
"2030",0.84,0.77,4,262,4,0,0,0,"technical","low"
"10221",0.57,0.54,4,210,3,0,0,0,"product_mng","low"
"2249",0.53,0.75,4,239,2,1,0,0,"technical","medium"
"14935",0.44,0.53,2,155,3,0,1,0,"product_mng","medium"
"11964",0.9,0.48,4,136,7,0,0,0,"IT","low"
"2388",0.74,0.78,5,216,2,0,0,0,"sales","low"
"14091",0.78,0.8,3,256,2,0,0,0,"IT","medium"
"3691",0.77,0.76,3,201,4,0,0,0,"accounting","medium"
"7923",0.48,0.94,3,185,2,1,0,0,"IT","medium"
"9739",0.85,0.92,3,188,4,0,0,0,"technical","medium"
"4936",0.67,0.71,4,173,3,0,0,0,"support","high"
"14411",0.77,0.94,5,226,6,0,1,0,"support","low"
"11207",1,0.72,5,194,7,1,0,0,"sales","medium"
"6520",0.91,0.76,3,159,3,0,0,0,"hr","medium"
"5981",0.65,0.7,3,243,3,0,0,0,"sales","medium"
"3653",0.85,0.63,3,167,3,0,0,0,"product_mng","medium"
"7837",0.76,0.71,3,205,2,0,0,0,"support","medium"
"1744",0.37,0.46,2,127,3,0,1,0,"IT","medium"
"7430",0.76,0.58,3,262,2,0,0,0,"sales","low"
"3130",0.99,0.67,5,153,2,0,0,0,"RandD","low"
"6495",0.83,0.55,3,257,2,0,0,0,"marketing","low"
"9857",0.64,0.66,5,163,4,0,0,0,"marketing","medium"
"14136",0.94,0.82,4,187,3,0,0,0,"sales","low"
"13113",0.66,0.91,4,234,2,1,0,0,"IT","medium"
"4191",0.76,0.53,6,281,3,0,0,0,"product_mng","medium"
"6926",0.35,0.54,3,138,4,0,0,0,"support","low"
"10836",0.84,0.6,3,250,3,1,0,0,"RandD","low"
"14618",0.73,0.99,5,241,5,0,1,0,"sales","low"
"14870",0.38,0.53,2,146,3,0,1,0,"support","low"
"7938",0.49,0.99,4,258,3,1,0,0,"sales","low"
"2479",0.48,0.84,4,228,3,0,0,0,"technical","medium"
"8716",0.51,0.91,4,206,3,0,0,0,"sales","low"
"7292",0.84,0.72,3,256,4,0,0,0,"technical","medium"
"7303",0.59,0.68,5,243,2,0,0,0,"support","medium"
"4495",0.68,0.85,3,199,3,0,0,0,"product_mng","low"
"1170",0.45,0.45,2,145,3,0,1,0,"sales","medium"
"14299",0.44,0.45,2,132,3,0,1,0,"sales","low"
"10388",0.76,0.61,4,172,2,0,0,0,"marketing","low"
"14526",0.1,0.81,6,268,4,0,1,0,"marketing","low"
"7644",0.75,0.53,5,235,3,0,0,0,"sales","medium"
"6477",0.56,0.98,4,207,3,0,0,0,"product_mng","medium"
"544",0.89,0.92,5,237,5,0,1,0,"sales","medium"
"5005",0.91,0.99,5,152,3,0,0,0,"technical","medium"
"4019",0.66,0.99,4,263,2,0,0,0,"support","low"
"9081",0.73,0.46,4,240,4,1,0,0,"RandD","medium"
"3923",0.69,0.67,3,178,2,0,0,0,"hr","medium"
"11437",0.77,0.71,5,250,3,1,0,0,"sales","medium"
"1470",0.4,0.65,2,296,5,0,1,0,"sales","medium"
"14595",0.38,0.51,2,159,3,0,1,0,"sales","medium"
"14196",0.52,0.61,4,187,4,1,0,0,"sales","medium"
"583",0.74,0.87,5,242,5,0,1,0,"support","medium"
"5161",0.52,0.81,3,253,2,0,0,0,"support","medium"
"1388",0.4,0.5,2,135,3,0,1,0,"sales","medium"
"10133",0.14,0.49,4,115,4,0,0,0,"support","medium"
"7448",0.73,0.72,3,166,3,0,0,0,"technical","medium"
"9578",0.66,0.87,4,139,3,0,0,0,"technical","medium"
"9160",0.75,0.64,3,195,3,0,0,0,"sales","high"
"189",0.37,0.55,2,152,3,0,1,0,"technical","medium"
"8182",0.84,0.71,4,222,2,0,0,0,"sales","medium"
"11826",0.29,0.57,5,134,2,0,0,1,"marketing","medium"
"2964",0.72,0.87,3,238,3,0,0,0,"IT","medium"
"6536",0.74,0.68,3,206,2,1,0,0,"support","medium"
"10161",0.9,0.49,3,256,2,0,0,0,"marketing","medium"
"8740",0.69,0.82,4,137,2,1,0,0,"technical","low"
"1228",0.39,0.54,2,131,3,0,1,0,"marketing","low"
"11756",0.88,0.6,4,208,7,0,0,1,"management","high"
"8545",0.69,0.89,2,202,2,0,0,0,"IT","medium"
"11547",0.24,0.56,4,281,7,0,0,0,"sales","medium"
"14071",0.51,0.56,4,168,2,0,0,0,"sales","low"
"10084",0.55,0.62,5,184,4,0,0,0,"marketing","medium"
"11240",0.82,0.85,3,214,2,0,0,0,"support","high"
"6197",0.54,0.53,3,251,2,0,0,0,"sales","low"
"1401",0.45,0.47,2,136,3,0,1,0,"sales","medium"
"6844",0.55,0.66,3,134,3,0,0,0,"support","low"
"2544",0.21,0.65,5,223,3,1,0,0,"sales","low"
"14609",0.09,0.79,6,293,5,0,1,0,"sales","low"
"8871",0.86,0.71,4,250,3,1,0,0,"sales","low"
"2132",0.82,0.93,4,185,2,0,0,0,"RandD","medium"
"5637",0.98,0.92,4,175,2,0,0,0,"IT","medium"
"548",0.37,0.5,2,141,3,0,1,0,"sales","low"
"911",0.79,0.98,4,271,5,0,1,0,"sales","low"
"13448",0.92,0.85,3,207,2,0,0,0,"support","low"
"9996",0.93,0.79,5,241,4,0,0,0,"marketing","high"
"7711",0.66,0.78,4,256,3,0,0,0,"accounting","low"
"10905",0.58,0.86,4,168,2,0,0,0,"product_mng","medium"
"3948",0.99,0.86,4,206,2,0,0,0,"support","low"
"8081",0.51,0.51,3,274,2,0,0,0,"product_mng","medium"
"6082",0.17,0.5,4,267,6,0,0,0,"support","high"
"13918",0.42,0.44,3,183,2,0,0,0,"product_mng","medium"
"13959",0.48,0.7,3,213,10,0,0,0,"sales","medium"
"5176",0.62,0.92,5,149,3,0,0,0,"IT","low"
"772",0.1,0.86,6,309,4,0,1,0,"sales","medium"
"1528",0.38,0.55,2,131,3,0,1,0,"marketing","low"
"686",0.79,0.84,4,240,5,0,1,0,"sales","medium"
"12522",0.74,0.99,4,233,5,0,1,0,"IT","low"
"5244",0.67,0.64,5,248,3,0,0,0,"support","medium"
"10579",0.61,0.96,3,247,3,0,0,0,"support","low"
"6485",0.23,0.78,4,163,6,0,0,0,"RandD","medium"
"13990",0.48,0.8,4,196,5,0,0,0,"product_mng","low"
"8705",0.49,0.99,6,230,4,0,0,0,"accounting","low"
"8670",0.9,0.81,4,144,2,0,0,0,"technical","low"
"10135",0.57,0.64,4,144,4,0,0,0,"technical","low"
"8161",0.96,0.9,4,164,4,0,0,0,"IT","low"
"9023",0.78,0.93,4,161,3,0,0,0,"sales","low"
"13052",0.63,0.64,3,180,3,0,0,0,"accounting","low"
"11150",0.28,0.44,4,170,2,0,0,0,"support","low"
"1257",0.41,0.48,2,126,3,0,1,0,"technical","low"
"7350",0.71,0.7,4,213,3,0,0,0,"sales","low"
"8036",0.75,0.71,4,205,3,0,0,0,"sales","medium"
"13761",0.73,0.92,6,189,3,1,0,0,"sales","medium"
"1025",0.42,0.47,2,129,3,0,1,0,"hr","low"
"12064",0.36,0.56,2,132,3,0,1,0,"IT","medium"
"2649",0.54,0.75,3,240,3,0,0,0,"support","medium"
"7761",0.88,0.5,4,162,2,0,0,0,"support","medium"
"5325",0.72,0.67,4,147,2,0,0,0,"technical","medium"
"5321",0.53,0.59,4,265,2,0,0,0,"support","medium"
"4761",0.7,0.55,3,253,2,1,0,0,"accounting","low"
"4225",0.83,0.68,4,273,2,0,0,0,"sales","low"
"3558",0.82,0.71,4,164,4,0,0,0,"support","low"
"12802",0.56,0.83,3,236,3,1,0,0,"technical","medium"
"9647",0.56,0.89,4,263,3,0,0,0,"accounting","low"
"7791",0.28,0.66,3,184,2,0,0,0,"marketing","low"
"6345",0.63,0.79,3,197,3,1,0,0,"sales","low"
"53",0.38,0.55,2,134,3,0,1,0,"support","low"
"2902",0.5,0.7,3,274,3,0,0,0,"marketing","low"
"3518",0.53,0.98,2,163,3,0,0,0,"marketing","low"
"3114",0.98,0.84,3,286,4,0,0,0,"technical","medium"
"4840",0.68,0.78,3,264,3,0,0,0,"hr","low"
"11884",0.86,0.83,4,208,3,1,0,0,"IT","low"
"4387",0.7,0.55,4,256,4,0,0,0,"hr","medium"
"8395",0.65,0.99,5,240,5,0,0,0,"RandD","medium"
"5360",0.84,0.59,3,234,2,0,0,0,"sales","medium"
"12513",0.09,0.96,6,259,4,0,1,0,"support","low"
"9579",0.55,0.95,4,249,4,0,0,0,"technical","medium"
"10850",0.61,0.73,5,156,4,0,0,0,"sales","low"
"12793",0.75,0.94,5,217,2,0,0,0,"support","medium"
"11709",0.43,0.76,6,154,2,0,0,0,"management","high"
"5038",0.96,0.68,4,137,2,0,0,1,"sales","medium"
"13464",0.76,0.45,4,147,2,0,0,0,"product_mng","medium"
"11391",0.49,0.6,4,264,2,1,0,0,"product_mng","low"
"5942",0.28,0.7,2,164,4,0,0,0,"IT","medium"
"9069",0.78,0.72,3,223,4,0,0,0,"IT","low"
"11323",0.57,0.88,4,140,2,0,0,0,"support","medium"
"2996",0.5,0.59,4,192,2,0,0,0,"sales","medium"
"8784",0.66,0.93,4,248,3,0,0,0,"management","high"
"4949",0.59,0.77,3,169,3,0,0,0,"IT","low"
"11201",0.69,0.72,4,210,2,1,0,0,"sales","high"
"2240",0.72,0.93,4,148,2,0,0,0,"sales","low"
"14440",0.85,0.95,5,236,5,0,1,0,"hr","low"
"13954",0.92,0.61,4,143,8,0,0,0,"sales","low"
"14446",0.48,0.57,4,270,4,0,1,0,"technical","low"
"10549",0.27,0.85,5,142,6,0,0,0,"sales","medium"
"2329",0.62,0.64,3,240,2,0,0,0,"technical","medium"
"2698",0.76,0.76,3,216,3,0,0,0,"sales","low"
"4197",0.87,0.57,2,181,6,0,0,0,"RandD","medium"
"119",0.37,0.57,2,133,3,0,1,0,"technical","low"
"876",0.11,0.94,6,277,5,0,1,0,"technical","low"
"6812",0.32,0.45,2,188,3,0,0,0,"sales","low"
"3533",0.58,0.61,4,210,3,0,0,0,"sales","medium"
"9862",0.99,0.89,3,273,2,0,0,0,"sales","medium"
"9171",0.94,0.62,5,201,2,0,0,0,"sales","low"
"8080",0.8,0.63,4,211,2,0,0,0,"product_mng","medium"
"6311",0.67,0.54,3,213,4,0,0,0,"support","low"
"7129",0.71,0.99,5,208,2,1,0,0,"accounting","low"
"300",0.74,0.84,5,249,5,0,1,0,"product_mng","medium"
"1680",0.43,0.55,2,159,3,0,1,0,"RandD","low"
"7640",0.58,0.92,3,232,5,0,0,0,"marketing","medium"
"8781",0.83,0.78,5,240,3,0,0,0,"accounting","high"
"11523",0.5,0.92,4,266,7,0,0,0,"product_mng","medium"
"2848",0.76,0.78,3,189,2,0,0,0,"sales","low"
"8626",0.79,0.77,4,171,2,0,0,0,"RandD","low"
"9075",0.89,0.81,3,186,3,0,0,0,"product_mng","medium"
"12070",0.43,0.5,2,135,3,0,1,0,"product_mng","medium"
"7681",0.72,0.89,4,217,3,0,0,0,"support","medium"
"8356",0.53,0.78,5,275,5,0,0,0,"hr","low"
"10370",0.86,0.59,4,189,2,0,0,0,"IT","low"
"4423",0.8,0.79,5,240,4,0,0,0,"IT","medium"
"9105",0.98,0.51,4,223,2,0,0,0,"sales","low"
"8020",0.67,0.61,3,251,2,0,0,0,"marketing","low"
"6858",0.49,0.64,3,142,4,0,0,0,"IT","low"
"10121",0.49,0.61,4,232,3,1,0,0,"technical","medium"
"11229",0.71,0.64,3,267,3,0,0,0,"technical","low"
"14205",0.64,0.5,4,253,10,0,0,1,"management","high"
"13536",0.23,0.94,5,242,4,0,0,0,"support","medium"
"8132",0.82,0.56,5,180,3,0,0,0,"technical","low"
"10806",0.44,0.37,2,219,2,0,0,0,"technical","low"
"10661",0.83,0.74,4,249,2,0,0,0,"support","medium"
"13663",0.74,0.77,3,211,3,0,0,0,"management","high"
"5347",0.55,0.66,3,164,2,0,0,0,"technical","low"
"6410",0.53,0.75,4,263,5,0,0,0,"RandD","low"
"6822",0.71,0.77,3,193,3,1,0,0,"accounting","low"
"1319",0.11,0.96,6,267,4,0,1,0,"sales","medium"
"10435",0.77,0.65,2,162,4,1,0,0,"support","medium"
"694",0.1,0.83,6,278,4,0,1,0,"marketing","medium"
"13232",0.65,0.91,4,224,2,1,0,0,"sales","low"
"13891",0.66,0.87,3,223,7,0,0,0,"sales","high"
"2134",0.62,0.59,3,128,3,0,0,0,"RandD","medium"
"6249",0.89,0.56,4,159,3,0,0,0,"product_mng","medium"
"848",0.79,0.94,5,227,6,0,1,0,"sales","medium"
"13792",0.51,0.86,3,182,10,0,0,0,"sales","low"
"144",0.37,0.47,2,152,3,0,1,0,"product_mng","low"
"10374",0.84,0.53,2,275,3,0,0,0,"product_mng","low"
"3292",0.21,0.57,5,239,3,0,0,0,"sales","high"
"6701",0.41,0.48,3,182,2,0,0,0,"IT","low"
"6361",0.66,0.51,5,149,3,0,0,0,"sales","medium"
"1350",0.87,0.85,5,221,6,0,1,0,"support","medium"
"346",0.1,0.86,6,278,4,0,1,0,"technical","high"
"11273",0.66,0.57,4,161,7,0,0,1,"management","medium"
"977",0.92,0.94,5,307,5,0,1,0,"IT","low"
"6383",0.6,0.89,3,232,2,0,0,0,"support","low"
"1481",0.09,0.93,6,271,4,0,1,0,"accounting","medium"
"2046",0.52,0.59,2,176,3,1,0,0,"IT","low"
"8071",0.92,0.98,4,161,3,0,0,0,"technical","medium"
"2454",0.51,0.49,4,234,2,0,0,0,"sales","medium"
"14077",0.74,0.87,5,224,2,0,0,0,"support","medium"
"2958",0.75,0.7,5,269,3,0,0,0,"support","medium"
"3825",0.68,0.55,4,215,4,0,0,0,"sales","high"
"6737",0.98,0.57,3,229,3,0,0,0,"sales","low"
"12945",0.61,0.9,3,224,3,0,0,0,"support","low"
"1508",0.43,0.48,2,149,3,0,1,0,"support","medium"
"8256",0.51,0.95,4,169,3,1,0,0,"sales","low"
"9371",0.77,0.83,5,197,4,0,0,0,"management","high"
"7447",0.74,0.95,3,157,4,0,0,0,"technical","medium"
"5978",0.85,0.49,3,258,3,0,0,0,"sales","medium"
"1808",0.11,0.94,7,280,5,0,1,0,"support","low"
"13898",0.36,0.41,3,167,10,0,0,0,"support","low"
"8285",0.64,0.94,3,150,2,0,0,0,"technical","medium"
"6801",0.63,0.61,3,205,2,0,0,0,"marketing","medium"
"8089",0.63,0.59,4,171,4,0,0,0,"RandD","low"
"3044",0.95,0.49,4,146,6,1,0,0,"IT","low"
"8969",0.69,0.89,3,216,4,0,0,0,"technical","low"
"4286",0.83,0.77,3,232,2,1,0,0,"sales","medium"
"9021",0.69,0.8,3,177,4,0,0,0,"sales","low"
"7912",0.67,0.8,4,137,2,0,0,0,"support","medium"
"26",0.89,0.92,5,242,5,0,1,0,"sales","low"
"13400",0.79,0.82,5,158,2,0,0,0,"support","low"
"10946",0.24,0.42,5,210,5,0,0,0,"accounting","low"
"10798",0.73,0.86,3,200,4,0,0,0,"technical","medium"
"13174",0.65,0.79,5,233,3,0,0,0,"support","low"
"693",0.84,0.86,5,268,5,0,1,0,"marketing","medium"
"3155",0.87,0.52,3,158,2,1,0,0,"sales","low"
"3241",0.91,0.73,3,155,3,0,0,0,"hr","low"
"5967",0.7,0.48,5,273,2,0,0,0,"sales","medium"
"3580",0.71,0.36,4,278,4,1,0,0,"product_mng","high"
"7095",0.56,0.64,3,262,2,1,0,0,"RandD","low"
"12510",0.37,0.57,2,155,3,0,1,0,"support","low"
"8789",0.67,0.83,3,220,3,0,0,0,"sales","low"
"14485",0.09,0.96,6,296,4,0,1,0,"technical","low"
"1747",0.11,0.89,6,272,4,0,1,0,"product_mng","medium"
"11473",0.73,0.54,4,167,3,0,0,0,"IT","medium"
"13112",1,0.79,5,171,5,0,0,0,"IT","medium"
"5371",0.64,0.61,3,221,3,0,0,0,"accounting","low"
"11691",0.83,0.48,4,220,3,1,0,0,"support","low"
"5382",0.79,0.83,5,268,3,0,0,0,"technical","low"
"11986",0.72,0.64,4,192,3,0,0,0,"sales","medium"
"13838",0.34,0.46,3,155,10,0,0,0,"product_mng","medium"
"873",0.1,0.9,5,263,4,0,1,0,"hr","low"
"7071",0.87,0.54,3,268,3,0,0,0,"support","medium"
"4546",0.82,0.89,4,196,3,0,0,1,"technical","medium"
"2681",0.6,0.62,4,135,2,1,0,0,"sales","medium"
"13625",0.16,0.72,3,203,3,0,0,0,"sales","medium"
"1275",0.45,0.53,2,131,3,0,1,0,"support","medium"
"8854",0.79,0.76,4,216,4,0,0,0,"RandD","medium"
"12317",0.43,0.47,2,135,3,0,1,0,"sales","low"
"8689",0.65,0.92,3,101,3,1,0,0,"IT","medium"
"3138",0.72,0.66,3,152,2,0,0,0,"marketing","low"
"5383",0.19,0.72,6,243,6,1,0,0,"technical","low"
"10512",0.49,0.63,4,213,3,0,0,0,"support","medium"
"8031",0.76,0.97,5,172,3,0,0,0,"sales","medium"
"8169",0.8,0.82,3,218,3,0,0,0,"sales","low"
"13833",0.91,0.63,5,240,7,0,0,0,"sales","medium"
"760",0.41,0.55,2,151,3,0,1,0,"sales","low"
"13189",0.16,0.61,4,171,6,0,0,0,"IT","medium"
"7920",0.8,1,3,177,2,0,0,0,"technical","medium"
"8207",0.92,0.55,4,183,3,0,0,0,"technical","low"
"5002",0.66,0.71,3,136,3,1,0,0,"technical","medium"
"14151",0.92,0.7,3,129,3,0,0,1,"management","high"
"6479",0.59,0.83,3,240,3,1,0,0,"product_mng","medium"
"2469",0.91,0.76,5,152,3,0,0,0,"accounting","low"
"12164",0.79,0.89,5,239,5,0,1,0,"sales","low"
"5202",0.36,0.73,3,187,3,0,0,0,"sales","medium"
"8498",0.79,0.66,4,243,3,0,0,0,"sales","medium"
"1964",0.09,0.89,7,310,4,0,1,0,"support","low"
"12430",0.41,0.52,2,127,3,1,1,0,"support","low"
"2885",0.75,0.78,2,251,6,0,0,0,"technical","medium"
"6642",0.98,0.38,4,140,6,0,0,0,"accounting","medium"
"2445",0.91,0.56,4,158,3,0,0,0,"technical","medium"
"2645",0.68,0.51,3,259,3,0,0,0,"support","medium"
"12172",0.41,0.46,2,160,3,0,1,1,"sales","low"
"8603",0.26,0.7,5,214,6,1,0,0,"support","low"
